,data,casos_novos,taxa_de_crescimento_casos,media_movel_casos
1640238,2021-11-30,0,0.0,0.0
1640463,2021-12-01,0,0.0,0.0
1640688,2021-12-02,0,0.0,0.0
1640913,2021-12-03,0,0.0,0.0
1641138,2021-12-04,0,0.0,0.0
1641363,2021-12-05,0,0.0,0.0
1641588,2021-12-06,0,0.0,0.0
1641813,2021-12-07,0,0.0,0.0
1642038,2021-12-08,0,0.0,0.0
1642263,2021-12-09,0,0.0,0.0
1642488,2021-12-10,0,0.0,0.0
1642713,2021-12-11,0,0.0,0.0
1642938,2021-12-12,0,0.0,0.0
1643163,2021-12-13,0,0.0,0.0
1643388,2021-12-14,0,0.0,0.0
1643613,2021-12-15,0,0.0,0.0
1643838,2021-12-16,0,0.0,0.0
1644063,2021-12-17,0,0.0,0.0
2309604,2020-03-21,2,2.0,0.2857142857142857
2309606,2020-03-22,0,-2.0,0.2857142857142857
2309608,2020-03-23,0,0.0,0.2857142857142857
2309610,2020-03-24,5,5.0,1.0
2309613,2020-03-25,0,-5.0,1.0
2309616,2020-03-26,2,2.0,1.2857142857142858
2309619,2020-03-27,0,-2.0,1.2857142857142858
2309622,2020-03-28,4,4.0,1.5714285714285714
2309625,2020-03-29,0,-4.0,1.5714285714285714
2309628,2020-03-30,0,0.0,1.5714285714285714
2309631,2020-03-31,0,0.0,0.8571428571428571
2309634,2020-04-01,10,10.0,2.2857142857142856
2309637,2020-04-02,1,-9.0,2.142857142857143
2309641,2020-04-03,7,6.0,3.142857142857143
2309645,2020-04-04,5,-2.0,3.2857142857142856
2309649,2020-04-05,0,-5.0,3.2857142857142856
2309653,2020-04-06,0,0.0,3.2857142857142856
2309658,2020-04-07,6,6.0,4.142857142857143
2309663,2020-04-08,3,-3.0,3.142857142857143
2309668,2020-04-09,11,8.0,4.571428571428571
2309673,2020-04-10,12,1.0,5.285714285714286
2309678,2020-04-11,2,-10.0,4.857142857142857
2309684,2020-04-12,4,2.0,5.428571428571429
2309690,2020-04-13,30,26.0,9.714285714285714
2309696,2020-04-14,1,-29.0,9.0
2309702,2020-04-15,26,25.0,12.285714285714286
2309708,2020-04-16,16,-10.0,13.0
2309716,2020-04-17,36,20.0,16.428571428571427
2309725,2020-04-18,17,-19.0,18.571428571428573
2309734,2020-04-19,22,5.0,21.142857142857142
2309743,2020-04-20,3,-19.0,17.285714285714285
2309752,2020-04-21,27,24.0,21.0
2309762,2020-04-22,10,-17.0,18.714285714285715
2309772,2020-04-23,6,-4.0,17.285714285714285
2309782,2020-04-24,39,33.0,17.714285714285715
2309792,2020-04-25,49,10.0,22.285714285714285
2309802,2020-04-26,6,-43.0,20.0
2309812,2020-04-27,21,15.0,22.571428571428573
2309822,2020-04-28,0,-21.0,18.714285714285715
2309832,2020-04-29,1,1.0,17.428571428571427
2309842,2020-04-30,78,77.0,27.714285714285715
2309854,2020-05-01,0,-78.0,22.142857142857142
2309866,2020-05-02,115,115.0,31.571428571428573
2309879,2020-05-03,-102,-217.0,16.142857142857142
2309892,2020-05-04,38,140.0,18.571428571428573
2309906,2020-05-05,201,163.0,47.285714285714285
2309923,2020-05-06,57,-144.0,55.285714285714285
2309940,2020-05-07,69,12.0,54.0
2309957,2020-05-08,77,8.0,65.0
2309974,2020-05-09,53,-24.0,56.142857142857146
2309991,2020-05-10,79,26.0,82.0
2310008,2020-05-11,5,-74.0,77.28571428571429
2310025,2020-05-12,117,112.0,65.28571428571429
2310042,2020-05-13,-36,-153.0,52.0
2310059,2020-05-14,54,90.0,49.857142857142854
2310076,2020-05-15,65,11.0,48.142857142857146
2310093,2020-05-16,82,17.0,52.285714285714285
2310110,2020-05-17,48,-34.0,47.857142857142854
2310127,2020-05-18,77,29.0,58.142857142857146
2310144,2020-05-19,72,-5.0,51.714285714285715
2310161,2020-05-20,0,-72.0,56.857142857142854
2310178,2020-05-21,0,0.0,49.142857142857146
2310195,2020-05-22,274,274.0,79.0
2310212,2020-05-23,108,-166.0,82.71428571428571
2310229,2020-05-24,-1,-109.0,75.71428571428571
2310246,2020-05-25,82,83.0,76.42857142857143
2310263,2020-05-26,1,-81.0,66.28571428571429
2310280,2020-05-27,240,239.0,100.57142857142857
2310297,2020-05-28,120,-120.0,117.71428571428571
2310314,2020-05-29,155,35.0,100.71428571428571
2310331,2020-05-30,103,-52.0,100.0
2310348,2020-05-31,146,43.0,121.0
2310365,2020-06-01,124,-22.0,127.0
2310382,2020-06-02,248,124.0,162.28571428571428
2310399,2020-06-03,0,-248.0,128.0
2310416,2020-06-04,572,572.0,192.57142857142858
2310433,2020-06-05,295,-277.0,212.57142857142858
2310450,2020-06-06,210,-85.0,227.85714285714286
2310467,2020-06-07,213,3.0,237.42857142857142
2310484,2020-06-08,205,-8.0,249.0
2310501,2020-06-09,218,13.0,244.71428571428572
2310518,2020-06-10,215,-3.0,275.42857142857144
2310535,2020-06-11,94,-121.0,207.14285714285714
2310552,2020-06-12,49,-45.0,172.0
2310569,2020-06-13,2,-47.0,142.28571428571428
2310586,2020-06-14,1,-1.0,112.0
2310603,2020-06-15,36,35.0,87.85714285714286
2310620,2020-06-16,178,142.0,82.14285714285714
2310637,2020-06-17,157,-21.0,73.85714285714286
2310654,2020-06-18,47,-110.0,67.14285714285714
2310671,2020-06-19,280,233.0,100.14285714285714
2310688,2020-06-20,51,-229.0,107.14285714285714
2310705,2020-06-21,38,-13.0,112.42857142857143
2310722,2020-06-22,1612,1574.0,337.57142857142856
2310739,2020-06-23,347,-1265.0,361.7142857142857
2310756,2020-06-24,870,523.0,463.57142857142856
2310773,2020-06-25,882,12.0,582.8571428571429
2310790,2020-06-26,84,-798.0,554.8571428571429
2310807,2020-06-27,1094,1010.0,703.8571428571429
2310824,2020-06-28,59,-1035.0,706.8571428571429
2310841,2020-06-29,44,-15.0,482.85714285714283
2310858,2020-06-30,457,413.0,498.57142857142856
2310875,2020-07-01,2080,1623.0,671.4285714285714
2310892,2020-07-02,609,-1471.0,632.4285714285714
2310909,2020-07-03,312,-297.0,665.0
2310926,2020-07-04,123,-189.0,526.2857142857143
2310943,2020-07-05,13,-110.0,519.7142857142857
2310960,2020-07-06,205,192.0,542.7142857142857
2310977,2020-07-07,130,-75.0,496.0
2310994,2020-07-08,423,293.0,259.2857142857143
2311011,2020-07-09,674,251.0,268.57142857142856
2311028,2020-07-10,437,-237.0,286.42857142857144
2311045,2020-07-11,119,-318.0,285.85714285714283
2311062,2020-07-12,252,133.0,320.0
2311079,2020-07-13,225,-27.0,322.85714285714283
2311096,2020-07-14,536,311.0,380.85714285714283
2311113,2020-07-15,614,78.0,408.14285714285717
2311130,2020-07-16,526,-88.0,387.0
2311147,2020-07-17,275,-251.0,363.85714285714283
2311164,2020-07-18,65,-210.0,356.14285714285717
2311181,2020-07-19,70,5.0,330.14285714285717
2311198,2020-07-20,83,13.0,309.85714285714283
2311215,2020-07-21,741,658.0,339.14285714285717
2311232,2020-07-22,769,28.0,361.2857142857143
2311249,2020-07-23,679,-90.0,383.14285714285717
2311266,2020-07-24,431,-248.0,405.42857142857144
2311283,2020-07-25,378,-53.0,450.14285714285717
2311300,2020-07-26,41,-337.0,446.0
2311317,2020-07-27,331,290.0,481.42857142857144
2311334,2020-07-28,548,217.0,453.85714285714283
2311351,2020-07-29,388,-160.0,399.42857142857144
2311368,2020-07-30,412,24.0,361.2857142857143
2311385,2020-07-31,444,32.0,363.14285714285717
2311402,2020-08-01,368,-76.0,361.7142857142857
2311419,2020-08-02,28,-340.0,359.85714285714283
2311436,2020-08-03,1,-27.0,312.7142857142857
2311453,2020-08-04,824,823.0,352.14285714285717
2311470,2020-08-05,515,-309.0,370.2857142857143
2311487,2020-08-06,547,32.0,389.57142857142856
2311504,2020-08-07,328,-219.0,373.0
2311521,2020-08-08,347,19.0,370.0
2311538,2020-08-09,29,-318.0,370.14285714285717
2311555,2020-08-10,390,361.0,425.7142857142857
2311572,2020-08-11,0,-390.0,308.0
2311589,2020-08-12,872,872.0,359.0
2311606,2020-08-13,395,-477.0,337.2857142857143
2311623,2020-08-14,337,-58.0,338.57142857142856
2311640,2020-08-15,203,-134.0,318.0
2311657,2020-08-16,10,-193.0,315.2857142857143
2311674,2020-08-17,408,398.0,317.85714285714283
2311691,2020-08-18,236,-172.0,351.57142857142856
2311708,2020-08-19,338,102.0,275.2857142857143
2311725,2020-08-20,158,-180.0,241.42857142857142
2311742,2020-08-21,246,88.0,228.42857142857142
2311759,2020-08-22,128,-118.0,217.71428571428572
2311776,2020-08-23,22,-106.0,219.42857142857142
2311793,2020-08-24,180,158.0,186.85714285714286
2311810,2020-08-25,253,73.0,189.28571428571428
2311827,2020-08-26,254,1.0,177.28571428571428
2311844,2020-08-27,177,-77.0,180.0
2311861,2020-08-28,249,72.0,180.42857142857142
2311878,2020-08-29,145,-104.0,182.85714285714286
2311895,2020-08-30,21,-124.0,182.71428571428572
2311912,2020-08-31,143,122.0,177.42857142857142
2311929,2020-09-01,243,100.0,176.0
2311946,2020-09-02,236,-7.0,173.42857142857142
2311963,2020-09-03,237,1.0,182.0
2311980,2020-09-04,252,15.0,182.42857142857142
2311997,2020-09-05,135,-117.0,181.0
2312014,2020-09-06,7,-128.0,179.0
2312031,2020-09-07,42,35.0,164.57142857142858
2312048,2020-09-08,149,107.0,151.14285714285714
2312065,2020-09-09,245,96.0,152.42857142857142
2312082,2020-09-10,183,-62.0,144.71428571428572
2312099,2020-09-11,173,-10.0,133.42857142857142
2312116,2020-09-12,124,-49.0,131.85714285714286
2312133,2020-09-13,9,-115.0,132.14285714285714
2312150,2020-09-14,185,176.0,152.57142857142858
2312167,2020-09-15,216,31.0,162.14285714285714
2312184,2020-09-16,160,-56.0,150.0
2312201,2020-09-17,236,76.0,157.57142857142858
2312218,2020-09-18,293,57.0,174.71428571428572
2312235,2020-09-19,177,-116.0,182.28571428571428
2312252,2020-09-20,19,-158.0,183.71428571428572
2312269,2020-09-21,149,130.0,178.57142857142858
2312286,2020-09-22,288,139.0,188.85714285714286
2312303,2020-09-23,248,-40.0,201.42857142857142
2312320,2020-09-24,197,-51.0,195.85714285714286
2312337,2020-09-25,179,-18.0,179.57142857142858
2312354,2020-09-26,193,14.0,181.85714285714286
2312371,2020-09-27,40,-153.0,184.85714285714286
2312388,2020-09-28,134,94.0,182.71428571428572
2312405,2020-09-29,215,81.0,172.28571428571428
2312422,2020-09-30,168,-47.0,160.85714285714286
2312439,2020-10-01,205,37.0,162.0
2312456,2020-10-02,219,14.0,167.71428571428572
2312473,2020-10-03,61,-158.0,148.85714285714286
2312490,2020-10-04,0,-61.0,143.14285714285714
2312507,2020-10-05,76,76.0,134.85714285714286
2312524,2020-10-06,127,51.0,122.28571428571429
2312541,2020-10-07,182,55.0,124.28571428571429
2312558,2020-10-08,183,1.0,121.14285714285714
2312575,2020-10-09,262,79.0,127.28571428571429
2312592,2020-10-10,145,-117.0,139.28571428571428
2312609,2020-10-11,10,-135.0,140.71428571428572
2312626,2020-10-12,33,23.0,134.57142857142858
2312643,2020-10-13,115,82.0,132.85714285714286
2312660,2020-10-14,391,276.0,162.71428571428572
2312677,2020-10-15,227,-164.0,169.0
2312694,2020-10-16,196,-31.0,159.57142857142858
2312711,2020-10-17,132,-64.0,157.71428571428572
2312728,2020-10-18,40,-92.0,162.0
2312745,2020-10-19,141,101.0,177.42857142857142
2312762,2020-10-20,163,22.0,184.28571428571428
2312779,2020-10-21,162,-1.0,151.57142857142858
2312796,2020-10-22,275,113.0,158.42857142857142
2312813,2020-10-23,282,7.0,170.71428571428572
2312830,2020-10-24,202,-80.0,180.71428571428572
2312847,2020-10-25,76,-126.0,185.85714285714286
2312864,2020-10-26,183,107.0,191.85714285714286
2312881,2020-10-27,226,43.0,200.85714285714286
2312898,2020-10-28,222,-4.0,209.42857142857142
2312915,2020-10-29,218,-4.0,201.28571428571428
2312932,2020-10-30,263,45.0,198.57142857142858
2312949,2020-10-31,113,-150.0,185.85714285714286
2312966,2020-11-01,58,-55.0,183.28571428571428
2312983,2020-11-02,92,34.0,170.28571428571428
2313000,2020-11-03,127,35.0,156.14285714285714
2313017,2020-11-04,242,115.0,159.0
2313034,2020-11-05,294,52.0,169.85714285714286
2313051,2020-11-06,335,41.0,180.14285714285714
2313068,2020-11-07,118,-217.0,180.85714285714286
2313085,2020-11-08,5,-113.0,173.28571428571428
2313102,2020-11-09,61,56.0,168.85714285714286
2313119,2020-11-10,248,187.0,186.14285714285714
2313136,2020-11-11,289,41.0,192.85714285714286
2313153,2020-11-12,184,-105.0,177.14285714285714
2313170,2020-11-13,228,44.0,161.85714285714286
2313187,2020-11-14,109,-119.0,160.57142857142858
2313204,2020-11-15,38,-71.0,165.28571428571428
2313221,2020-11-16,172,134.0,181.14285714285714
2313238,2020-11-17,163,-9.0,169.0
2313255,2020-11-18,207,44.0,157.28571428571428
2313272,2020-11-19,245,38.0,166.0
2313289,2020-11-20,156,-89.0,155.71428571428572
2313306,2020-11-21,91,-65.0,153.14285714285714
2313323,2020-11-22,162,71.0,170.85714285714286
2313340,2020-11-23,91,-71.0,159.28571428571428
2313357,2020-11-24,243,152.0,170.71428571428572
2313374,2020-11-25,142,-101.0,161.42857142857142
2313391,2020-11-26,137,-5.0,146.0
2313408,2020-11-27,45,-92.0,130.14285714285714
2313425,2020-11-28,276,231.0,156.57142857142858
2313442,2020-11-29,84,-192.0,145.42857142857142
2313459,2020-11-30,156,72.0,154.71428571428572
2313476,2020-12-01,216,60.0,150.85714285714286
2313493,2020-12-02,212,-4.0,160.85714285714286
2313510,2020-12-03,96,-116.0,155.0
2313527,2020-12-04,288,192.0,189.71428571428572
2313544,2020-12-05,207,-81.0,179.85714285714286
2313561,2020-12-06,87,-120.0,180.28571428571428
2313578,2020-12-07,24,-63.0,161.42857142857142
2313595,2020-12-08,102,78.0,145.14285714285714
2313612,2020-12-09,321,219.0,160.71428571428572
2313629,2020-12-10,296,-25.0,189.28571428571428
2313646,2020-12-11,219,-77.0,179.42857142857142
2313663,2020-12-12,149,-70.0,171.14285714285714
2313680,2020-12-13,30,-119.0,163.0
2313697,2020-12-14,31,1.0,164.0
2313714,2020-12-15,52,21.0,156.85714285714286
2313731,2020-12-16,343,291.0,160.0
2313748,2020-12-17,125,-218.0,135.57142857142858
2313765,2020-12-18,121,-4.0,121.57142857142857
2313782,2020-12-19,0,-121.0,100.28571428571429
2313799,2020-12-20,147,147.0,117.0
2313816,2020-12-21,103,-44.0,127.28571428571429
2313833,2020-12-22,174,71.0,144.71428571428572
2313850,2020-12-23,168,-6.0,119.71428571428571
2313867,2020-12-24,82,-86.0,113.57142857142857
2313884,2020-12-25,42,-40.0,102.28571428571429
2313901,2020-12-26,26,-16.0,106.0
2313918,2020-12-27,28,2.0,89.0
2313935,2020-12-28,45,17.0,80.71428571428571
2313952,2020-12-29,127,82.0,74.0
2313969,2020-12-30,152,25.0,71.71428571428571
2313986,2020-12-31,18,-134.0,62.57142857142857
2314003,2021-01-01,138,120.0,76.28571428571429
2314020,2021-01-02,15,-123.0,74.71428571428571
2314037,2021-01-03,65,50.0,80.0
2314054,2021-01-04,72,7.0,83.85714285714286
2314071,2021-01-05,130,58.0,84.28571428571429
2314088,2021-01-06,124,-6.0,80.28571428571429
2314105,2021-01-07,103,-21.0,92.42857142857143
2314122,2021-01-08,170,67.0,97.0
2314139,2021-01-09,82,-88.0,106.57142857142857
2314156,2021-01-10,43,-39.0,103.42857142857143
2314173,2021-01-11,85,42.0,105.28571428571429
2314190,2021-01-12,155,70.0,108.85714285714286
2314207,2021-01-13,209,54.0,121.0
2314224,2021-01-14,88,-121.0,118.85714285714286
2314241,2021-01-15,215,127.0,125.28571428571429
2314258,2021-01-16,179,-36.0,139.14285714285714
2314275,2021-01-17,66,-113.0,142.42857142857142
2314292,2021-01-18,138,72.0,150.0
2314309,2021-01-19,198,60.0,156.14285714285714
2314326,2021-01-20,105,-93.0,141.28571428571428
2314343,2021-01-21,98,-7.0,142.71428571428572
2314360,2021-01-22,260,162.0,149.14285714285714
2314377,2021-01-23,156,-104.0,145.85714285714286
2314394,2021-01-24,109,-47.0,152.0
2314411,2021-01-25,179,70.0,157.85714285714286
2314428,2021-01-26,225,46.0,161.71428571428572
2314445,2021-01-27,204,-21.0,175.85714285714286
2314462,2021-01-28,293,89.0,203.71428571428572
2314479,2021-01-29,217,-76.0,197.57142857142858
2314496,2021-01-30,173,-44.0,200.0
2314513,2021-01-31,91,-82.0,197.42857142857142
2314530,2021-02-01,88,-3.0,184.42857142857142
2314547,2021-02-02,273,185.0,191.28571428571428
2314564,2021-02-03,187,-86.0,188.85714285714286
2314581,2021-02-04,268,81.0,185.28571428571428
2314598,2021-02-05,163,-105.0,177.57142857142858
2314615,2021-02-06,150,-13.0,174.28571428571428
2314632,2021-02-07,76,-74.0,172.14285714285714
2314649,2021-02-08,130,54.0,178.14285714285714
2314666,2021-02-09,222,92.0,170.85714285714286
2314683,2021-02-10,250,28.0,179.85714285714286
2314700,2021-02-11,226,-24.0,173.85714285714286
2314717,2021-02-12,185,-41.0,177.0
2314734,2021-02-13,188,3.0,182.42857142857142
2314751,2021-02-14,51,-137.0,178.85714285714286
2314768,2021-02-15,131,80.0,179.0
2314785,2021-02-16,301,170.0,190.28571428571428
2314802,2021-02-17,254,-47.0,190.85714285714286
2314819,2021-02-18,290,36.0,200.0
2314836,2021-02-19,416,126.0,233.0
2314853,2021-02-20,101,-315.0,220.57142857142858
2314870,2021-02-21,158,57.0,235.85714285714286
2314887,2021-02-22,153,-5.0,239.0
2314904,2021-02-23,267,114.0,234.14285714285714
2314921,2021-02-24,339,72.0,246.28571428571428
2314938,2021-02-25,283,-56.0,245.28571428571428
2314955,2021-02-26,403,120.0,243.42857142857142
2314972,2021-02-27,221,-182.0,260.57142857142856
2314989,2021-02-28,53,-168.0,245.57142857142858
2315006,2021-03-01,81,28.0,235.28571428571428
2315023,2021-03-02,315,234.0,242.14285714285714
2315040,2021-03-03,393,78.0,249.85714285714286
2315057,2021-03-04,283,-110.0,249.85714285714286
2315074,2021-03-05,206,-77.0,221.71428571428572
2315091,2021-03-06,87,-119.0,202.57142857142858
2315108,2021-03-07,22,-65.0,198.14285714285714
2315125,2021-03-08,0,-22.0,186.57142857142858
2315142,2021-03-09,35,35.0,146.57142857142858
2315159,2021-03-10,815,780.0,206.85714285714286
2315176,2021-03-11,286,-529.0,207.28571428571428
2315193,2021-03-12,243,-43.0,212.57142857142858
2315210,2021-03-13,171,-72.0,224.57142857142858
2315227,2021-03-14,74,-97.0,232.0
2315244,2021-03-15,111,37.0,247.85714285714286
2315261,2021-03-16,294,183.0,284.85714285714283
2315278,2021-03-17,241,-53.0,202.85714285714286
2315295,2021-03-18,213,-28.0,192.42857142857142
2315312,2021-03-19,276,63.0,197.14285714285714
2315329,2021-03-20,160,-116.0,195.57142857142858
2315346,2021-03-21,71,-89.0,195.14285714285714
2315363,2021-03-22,163,92.0,202.57142857142858
2315380,2021-03-23,240,77.0,194.85714285714286
2315397,2021-03-24,230,-10.0,193.28571428571428
2315414,2021-03-25,201,-29.0,191.57142857142858
2315431,2021-03-26,191,-10.0,179.42857142857142
2315448,2021-03-27,116,-75.0,173.14285714285714
2315465,2021-03-28,38,-78.0,168.42857142857142
2315482,2021-03-29,0,-38.0,145.14285714285714
2315499,2021-03-30,291,291.0,152.42857142857142
2315516,2021-03-31,275,-16.0,158.85714285714286
2315533,2021-04-01,220,-55.0,161.57142857142858
2315550,2021-04-02,146,-74.0,155.14285714285714
2315567,2021-04-03,68,-78.0,148.28571428571428
2315584,2021-04-04,18,-50.0,145.42857142857142
2315601,2021-04-05,155,137.0,167.57142857142858
2315618,2021-04-06,120,-35.0,143.14285714285714
2315635,2021-04-07,0,-120.0,103.85714285714286
2315652,2021-04-08,434,434.0,134.42857142857142
2315669,2021-04-09,270,-164.0,152.14285714285714
2315686,2021-04-10,138,-132.0,162.14285714285714
2315703,2021-04-11,43,-95.0,165.71428571428572
2315720,2021-04-12,219,176.0,174.85714285714286
2315737,2021-04-13,327,108.0,204.42857142857142
2315754,2021-04-14,334,7.0,252.14285714285714
2315771,2021-04-15,241,-93.0,224.57142857142858
2315788,2021-04-16,246,5.0,221.14285714285714
2315805,2021-04-17,156,-90.0,223.71428571428572
2315822,2021-04-18,27,-129.0,221.42857142857142
2315839,2021-04-19,145,118.0,210.85714285714286
2315856,2021-04-20,271,126.0,202.85714285714286
2315873,2021-04-21,239,-32.0,189.28571428571428
2315890,2021-04-22,183,-56.0,181.0
2315907,2021-04-23,237,54.0,179.71428571428572
2315924,2021-04-24,170,-67.0,181.71428571428572
2315941,2021-04-25,58,-112.0,186.14285714285714
2315958,2021-04-26,132,74.0,184.28571428571428
2315975,2021-04-27,207,75.0,175.14285714285714
2315992,2021-04-28,217,10.0,172.0
2316009,2021-04-29,241,24.0,180.28571428571428
2316026,2021-04-30,220,-21.0,177.85714285714286
2316043,2021-05-01,131,-89.0,172.28571428571428
2316060,2021-05-02,24,-107.0,167.42857142857142
2316077,2021-05-03,150,126.0,170.0
2316094,2021-05-04,196,46.0,168.42857142857142
2316111,2021-05-05,261,65.0,174.71428571428572
2316128,2021-05-06,299,38.0,183.0
2316145,2021-05-07,185,-114.0,178.0
2316162,2021-05-08,174,-11.0,184.14285714285714
2316179,2021-05-09,28,-146.0,184.71428571428572
2316196,2021-05-10,153,125.0,185.14285714285714
2316213,2021-05-11,216,63.0,188.0
2316230,2021-05-12,231,15.0,183.71428571428572
2316247,2021-05-13,243,12.0,175.71428571428572
2316264,2021-05-14,240,-3.0,183.57142857142858
2316281,2021-05-15,183,-57.0,184.85714285714286
2316298,2021-05-16,63,-120.0,189.85714285714286
2316315,2021-05-17,108,45.0,183.42857142857142
2316332,2021-05-18,356,248.0,203.42857142857142
2316349,2021-05-19,261,-95.0,207.71428571428572
2316366,2021-05-20,343,82.0,222.0
2316383,2021-05-21,312,-31.0,232.28571428571428
2316400,2021-05-22,199,-113.0,234.57142857142858
2316417,2021-05-23,65,-134.0,234.85714285714286
2316434,2021-05-24,128,63.0,237.71428571428572
2316451,2021-05-25,227,99.0,219.28571428571428
2316468,2021-05-26,173,-54.0,206.71428571428572
2316485,2021-05-27,100,-73.0,172.0
2316502,2021-05-28,211,111.0,157.57142857142858
2316519,2021-05-29,178,-33.0,154.57142857142858
2316536,2021-05-30,47,-131.0,152.0
2316553,2021-05-31,151,104.0,155.28571428571428
2316570,2021-06-01,295,144.0,165.0
2316587,2021-06-02,254,-41.0,176.57142857142858
2316604,2021-06-03,80,-174.0,173.71428571428572
2316621,2021-06-04,410,330.0,202.14285714285714
2316638,2021-06-05,161,-249.0,199.71428571428572
2316655,2021-06-06,107,-54.0,208.28571428571428
2316672,2021-06-07,41,-66.0,192.57142857142858
2316689,2021-06-08,10,-31.0,151.85714285714286
2316706,2021-06-09,46,36.0,122.14285714285714
2316723,2021-06-10,1300,1254.0,296.42857142857144
2316740,2021-06-11,389,-911.0,293.42857142857144
2316757,2021-06-12,211,-178.0,300.57142857142856
2316774,2021-06-13,48,-163.0,292.14285714285717
2316791,2021-06-14,207,159.0,315.85714285714283
2316808,2021-06-15,404,197.0,372.14285714285717
2316825,2021-06-16,334,-70.0,413.2857142857143
2316842,2021-06-17,337,3.0,275.7142857142857
2316859,2021-06-18,312,-25.0,264.7142857142857
2316876,2021-06-19,199,-113.0,263.0
2316893,2021-06-20,51,-148.0,263.42857142857144
2316910,2021-06-21,2,-49.0,234.14285714285714
2316927,2021-06-22,18,16.0,179.0
2316944,2021-06-23,901,883.0,260.0
2316961,2021-06-24,232,-669.0,245.0
2316978,2021-06-25,274,42.0,239.57142857142858
2316995,2021-06-26,270,-4.0,249.71428571428572
2317012,2021-06-27,95,-175.0,256.0
2317029,2021-06-28,6,-89.0,256.57142857142856
2317046,2021-06-29,213,207.0,284.42857142857144
2317063,2021-06-30,425,212.0,216.42857142857142
2317080,2021-07-01,223,-202.0,215.14285714285714
2317097,2021-07-02,289,66.0,217.28571428571428
2317114,2021-07-03,193,-96.0,206.28571428571428
2317131,2021-07-04,59,-134.0,201.14285714285714
2317148,2021-07-05,122,63.0,217.71428571428572
2317165,2021-07-06,257,135.0,224.0
2317182,2021-07-07,331,74.0,210.57142857142858
2317199,2021-07-08,182,-149.0,204.71428571428572
2317216,2021-07-09,327,145.0,210.14285714285714
2317233,2021-07-10,150,-177.0,204.0
2317250,2021-07-11,99,-51.0,209.71428571428572
2317267,2021-07-12,50,-49.0,199.42857142857142
2317284,2021-07-13,324,274.0,209.0
2317301,2021-07-14,0,-324.0,161.71428571428572
2317318,2021-07-15,615,615.0,223.57142857142858
2317335,2021-07-16,316,-299.0,222.0
2317352,2021-07-17,195,-121.0,228.42857142857142
2317369,2021-07-18,32,-163.0,218.85714285714286
2317386,2021-07-19,36,4.0,216.85714285714286
2317403,2021-07-20,313,277.0,215.28571428571428
2317420,2021-07-21,323,10.0,261.42857142857144
2317437,2021-07-22,216,-107.0,204.42857142857142
2317454,2021-07-23,127,-89.0,177.42857142857142
2317471,2021-07-24,210,83.0,179.57142857142858
2317488,2021-07-25,31,-179.0,179.42857142857142
2317505,2021-07-26,131,100.0,193.0
2317522,2021-07-27,242,111.0,182.85714285714286
2317539,2021-07-28,240,-2.0,171.0
2317556,2021-07-29,188,-52.0,167.0
2317573,2021-07-30,134,-54.0,168.0
2317590,2021-07-31,89,-45.0,150.71428571428572
2317607,2021-08-01,30,-59.0,150.57142857142858
2317624,2021-08-02,62,32.0,140.71428571428572
2317641,2021-08-03,122,60.0,123.57142857142857
2317658,2021-08-04,138,16.0,109.0
2317675,2021-08-05,126,-12.0,100.14285714285714
2317692,2021-08-06,115,-11.0,97.42857142857143
2317709,2021-08-07,96,-19.0,98.42857142857143
2317726,2021-08-08,29,-67.0,98.28571428571429
2317743,2021-08-09,60,31.0,98.0
2317760,2021-08-10,151,91.0,102.14285714285714
2317777,2021-08-11,128,-23.0,100.71428571428571
2317794,2021-08-12,138,10.0,102.42857142857143
2317811,2021-08-13,12,-126.0,87.71428571428571
2317828,2021-08-14,177,165.0,99.28571428571429
2317845,2021-08-15,17,-160.0,97.57142857142857
2317862,2021-08-16,97,80.0,102.85714285714286
2317879,2021-08-17,120,23.0,98.42857142857143
2317896,2021-08-18,130,10.0,98.71428571428571
2317913,2021-08-19,196,66.0,107.0
2317930,2021-08-20,140,-56.0,125.28571428571429
2317947,2021-08-21,98,-42.0,114.0
2317964,2021-08-22,8,-90.0,112.71428571428571
2317981,2021-08-23,98,90.0,112.85714285714286
2317998,2021-08-24,16,-82.0,98.0
2318015,2021-08-25,170,154.0,103.71428571428571
2318032,2021-08-26,25,-145.0,79.28571428571429
2318049,2021-08-27,92,67.0,72.42857142857143
2318066,2021-08-28,46,-46.0,65.0
2318083,2021-08-29,9,-37.0,65.14285714285714
2318100,2021-08-30,56,47.0,59.142857142857146
2318117,2021-08-31,118,62.0,73.71428571428571
2318134,2021-09-01,79,-39.0,60.714285714285715
2318151,2021-09-02,90,11.0,70.0
2318168,2021-09-03,0,-90.0,56.857142857142854
2318185,2021-09-04,126,126.0,68.28571428571429
2318202,2021-09-05,12,-114.0,68.71428571428571
2318219,2021-09-06,0,-12.0,60.714285714285715
2318236,2021-09-07,4,4.0,44.42857142857143
2318253,2021-09-08,0,-4.0,33.142857142857146
2318270,2021-09-09,6,6.0,21.142857142857142
2318287,2021-09-10,3,-3.0,21.571428571428573
2318304,2021-09-11,111,108.0,19.428571428571427
2318321,2021-09-12,5,-106.0,18.428571428571427
2318338,2021-09-13,0,-5.0,18.428571428571427
2318355,2021-09-14,591,591.0,102.28571428571429
2318372,2021-09-15,2,-589.0,102.57142857142857
2318389,2021-09-16,7,5.0,102.71428571428571
